date,tweet,word_count,tokens,tokens_count
2019-11-13,"Bears. All bears. We wouldn’t need battle bc everyone would shit scared “the bear lady.” Jokes them, bc would bomb as tea parties.",23,"['Bears.', 'All', 'bears.', 'We', 'wouldn’t', 'need', 'battle', 'bc', 'everyone', 'would', 'shit', 'scared', '“the', 'bear', 'lady.”', 'Jokes', 'them,', 'bc', 'would', 'bomb', 'as', 'tea', 'parties.']",23
2019-11-15,Right back you!!!!! *heavy breathing*,5,"['Right', 'back', 'you!!!!!', '*heavy', 'breathing*']",5
2019-11-23,Is Nicki Minaj lyric,4,"['Is', 'Nicki', 'Minaj', 'lyric']",4
2019-11-24,"That make heart happy. Let lovely bride know I’m open painting one ;) Awe yay!!!! I’m glad like it! Like I said, please feel free use want. I’d honored designed dress. :)) Sorry forgot tag u @lavendrsblu Hmmm let paint it. Also (you’re probably joking) do! I must see pics!!!! 💖💖💖💖 Yes, find seamstress make YES.",56,"['That', 'make', 'heart', 'happy.', 'Let', 'lovely', 'bride', 'know', 'I’m', 'open', 'painting', 'one', ';)', 'Awe', 'yay!!!!', 'I’m', 'glad', 'like', 'it!', 'Like', 'I', 'said,', 'please', 'feel', 'free', 'use', 'want.', 'I’d', 'honored', 'designed', 'dress.', ':))', 'Sorry', 'forgot', 'tag', 'u', '@lavendrsblu', 'Hmmm', 'let', 'paint', 'it.', 'Also', '(you’re', 'probably', 'joking)', 'do!', 'I', 'must', 'see', 'pics!!!!', '💖💖💖💖', 'Yes,', 'find', 'seamstress', 'make', 'YES.']",56
2019-11-25,I got u boo. I got you. 💖💖💖 You gotta chart out. How much pie Jason? How much chidi? Eleanor? Michael? I also bougie Tahani energy it’s le anxiety trash bag-ness. I’m deffo Chidi Eleanor. I wish I woman. And I thought I couldn’t love more. I feel It’s late! Come Pgh!,52,"['I', 'got', 'u', 'boo.', 'I', 'got', 'you.', '💖💖💖', 'You', 'gotta', 'chart', 'out.', 'How', 'much', 'pie', 'Jason?', 'How', 'much', 'chidi?', 'Eleanor?', 'Michael?', 'I', 'also', 'bougie', 'Tahani', 'energy', 'it’s', 'le', 'anxiety', 'trash', 'bag-ness.', 'I’m', 'deffo', 'Chidi', 'Eleanor.', 'I', 'wish', 'I', 'woman.', 'And', 'I', 'thought', 'I', 'couldn’t', 'love', 'more.', 'I', 'feel', 'It’s', 'late!', 'Come', 'Pgh!']",52
2019-11-30,"You thoughtful, kind person!",4,"['You', 'thoughtful,', 'kind', 'person!']",4
2019-12-01,Darn Stop cute,3,"['Darn', 'Stop', 'cute']",3
2019-12-06,"Heck yes! PSA: I nice internet, friends. I DO NOT MAKE THE RULES. I JUST SUPPLY THE LOVE AND SUPPORT. Glow upppppooo",22,"['Heck', 'yes!', 'PSA:', 'I', 'nice', 'internet,', 'friends.', 'I', 'DO', 'NOT', 'MAKE', 'THE', 'RULES.', 'I', 'JUST', 'SUPPLY', 'THE', 'LOVE', 'AND', 'SUPPORT.', 'Glow', 'upppppooo']",22
2019-12-16,"As you, madam!",3,"['As', 'you,', 'madam!']",3
2019-12-18,I’m sorry buddy :(( wanna taco bout I’m here.,9,"['I’m', 'sorry', 'buddy', ':((', 'wanna', 'taco', 'bout', 'I’m', 'here.']",9
2019-12-20,Ok I’m convinced. Me sexy villains: pfft. What jackass. I can’t even. Wow........................ I want hatefuck me????? What???i?s??happ?en??ing???,18,"['Ok', 'I’m', 'convinced.', 'Me', 'sexy', 'villains:', 'pfft.', 'What', 'jackass.', 'I', 'can’t', 'even.', 'Wow........................', 'I', 'want', 'hatefuck', 'me?????', 'What???i?s??happ?en??ing???']",18
2019-12-24,Proud you!!!!,2,"['Proud', 'you!!!!']",2
2019-12-25,I feel you. Yes! Would love good dtiys challenge!,9,"['I', 'feel', 'you.', 'Yes!', 'Would', 'love', 'good', 'dtiys', 'challenge!']",9
2019-12-26,I make face whole lot...,5,"['I', 'make', 'face', 'whole', 'lot...']",5
2019-12-27,Oooo yes! One faves. Love it! Wow 🤩😍,8,"['Oooo', 'yes!', 'One', 'faves.', 'Love', 'it!', 'Wow', '🤩😍']",8
2019-12-31,If help I got thing.,5,"['If', 'help', 'I', 'got', 'thing.']",5
2020-01-02,Yassssss excited you!,3,"['Yassssss', 'excited', 'you!']",3
2020-01-08,God damn I want I also can’t wait read book.,10,"['God', 'damn', 'I', 'want', 'I', 'also', 'can’t', 'wait', 'read', 'book.']",10
2020-01-09,I’m 110% tbh.,3,"['I’m', '110%', 'tbh.']",3
2020-01-14,@netflix Is movie bc I need see it.,8,"['@netflix', 'Is', 'movie', 'bc', 'I', 'need', 'see', 'it.']",8
2020-01-17,You’re damn right did. Slay bitch.,6,"['You’re', 'damn', 'right', 'did.', 'Slay', 'bitch.']",6
2020-01-23,I got “damsel distress” I call bullshit.,7,"['I', 'got', '“damsel', 'distress”', 'I', 'call', 'bullshit.']",7
2020-01-24,This movie ruled! I never Goonies fan.,7,"['This', 'movie', 'ruled!', 'I', 'never', 'Goonies', 'fan.']",7
2020-01-30,Are NOT?!?!,2,"['Are', 'NOT?!?!']",2
2020-01-31,🙌🏻☺️,1,['🙌🏻☺️'],1
2020-02-01,Space prince 👑 Gotta hype amazing best friend!!!! Other hair swimming like spot on.,14,"['Space', 'prince', '👑', 'Gotta', 'hype', 'amazing', 'best', 'friend!!!!', 'Other', 'hair', 'swimming', 'like', 'spot', 'on.']",14
2020-02-03,"Right make damn sense all. Babe that’s petty, that’s expecting basic human decency, deserve it. Like beating head emotionally constipated wall.",21,"['Right', 'make', 'damn', 'sense', 'all.', 'Babe', 'that’s', 'petty,', 'that’s', 'expecting', 'basic', 'human', 'decency,', 'deserve', 'it.', 'Like', 'beating', 'head', 'emotionally', 'constipated', 'wall.']",21
2020-02-07,You know nothing!!!!! This sick 🤢🤮 The best possible Valentines plan,11,"['You', 'know', 'nothing!!!!!', 'This', 'sick', '🤢🤮', 'The', 'best', 'possible', 'Valentines', 'plan']",11
2020-02-10,I'm feeling (manic) motivated nearly 8pm.,6,"[""I'm"", 'feeling', '(manic)', 'motivated', 'nearly', '8pm.']",6
2020-02-12,No problem! Can’t wait White Pines!,6,"['No', 'problem!', 'Can’t', 'wait', 'White', 'Pines!']",6
2020-02-19,This seriously amazing!,3,"['This', 'seriously', 'amazing!']",3
2020-02-24,He understands you. Cool I puked gut new place. Firsts! Yas bitch!!! We’re gonna nail this! Cannot wait pic Omg Laura!!!! You said yes dress!!!!!,25,"['He', 'understands', 'you.', 'Cool', 'I', 'puked', 'gut', 'new', 'place.', 'Firsts!', 'Yas', 'bitch!!!', 'We’re', 'gonna', 'nail', 'this!', 'Cannot', 'wait', 'pic', 'Omg', 'Laura!!!!', 'You', 'said', 'yes', 'dress!!!!!']",25
2020-02-26,That literally one I would chosen.,6,"['That', 'literally', 'one', 'I', 'would', 'chosen.']",6
2020-02-27,Yes,1,['Yes'],1
2020-03-02,"And sequel, “oh I think I made much me, I back pedal immediately gracefully”",14,"['And', 'sequel,', '“oh', 'I', 'think', 'I', 'made', 'much', 'me,', 'I', 'back', 'pedal', 'immediately', 'gracefully”']",14
2020-03-03,😂😂 Oh lol. Which one?!?!,5,"['😂😂', 'Oh', 'lol.', 'Which', 'one?!?!']",5
2020-03-05,Um-the cutest?!?!,2,"['Um-the', 'cutest?!?!']",2
2020-03-12,Top tier taste right there.,5,"['Top', 'tier', 'taste', 'right', 'there.']",5
2020-03-15,Ok RIGHT. I sneezed work coworkers threw fit.,8,"['Ok', 'RIGHT.', 'I', 'sneezed', 'work', 'coworkers', 'threw', 'fit.']",8
